"","SN01_1","SN02_1","SN09_1","SN12_1","SN17_1","SN11","SN06_1","SN16_1","SN18_2","SN15_1","SN05_1","SN08","SN13_4","SN04_1","SN10_1"
"ENSG00000158062",814,546,504,704,606,1239,871,718,864,631,476,374,1355,532,736
"ENSG00000169442",32,187,53,54,135,14,59,62,14,6,124,22,24,150,158
"ENSG00000142669",1082,2196,2141,3119,3670,1810,1168,2433,1244,5658,1649,1232,1042,2363,3031
"ENSG00000131914",0,3,0,0,5,0,0,0,0,0,0,0,0,3,0
"ENSG00000117682",1414,1940,1420,1897,2587,2190,2388,1720,2005,1786,1762,1270,2046,2205,2597
"ENSG00000198830",4066,5557,4346,3878,5405,2144,1411,4959,3406,5513,9189,6440,2760,2588,2071
"ENSG00000117676",959,935,1086,1106,2020,1128,1236,1193,1140,1565,1112,869,1520,1275,1350
"ENSG00000117713",6763,7875,5540,7791,6157,6939,6752,8525,6271,7212,7511,6055,7160,5810,6144
"ENSG00000175707",367,287,390,416,471,398,217,378,281,584,531,595,257,246,248
"ENSG00000253368",31,148,31,76,107,6,20,38,5,54,108,0,22,49,11
"ENSG00000158246",9,19,10,6,4,11,11,30,12,16,13,10,36,8,0
"ENSG00000060642",395,328,230,500,680,573,328,338,523,562,687,560,292,339,318
"ENSG00000204160",904,1066,903,678,1200,1023,806,914,294,779,1301,621,1409,1018,611
"ENSG00000142751",938,1306,929,975,1240,1183,1138,993,783,939,1335,1014,1144,932,1017
"ENSG00000175793",2592,1010,2171,1819,1981,1194,725,2895,1408,1752,2497,1224,1095,1456,1779
"ENSG00000198746",354,454,244,336,373,515,416,439,437,323,308,385,562,342,379
"ENSG00000090273",1146,1332,1415,1257,1026,1233,747,1636,1493,1826,1564,982,1004,878,752
"ENSG00000131910",17,61,46,7,157,8,0,87,19,0,3,67,3,14,4
"ENSG00000090020",926,1272,1284,2256,1980,2898,1985,1119,2056,1943,1728,794,2172,3467,3615
"ENSG00000142784",1485,2445,1737,2032,2239,2563,2295,2615,1761,2242,1751,2356,2275,1753,1552
"ENSG00000186501",617,750,864,573,749,728,530,644,479,657,646,618,725,456,505
"ENSG00000142765",332,433,200,1412,1334,2024,780,522,848,1943,522,219,1195,992,937
"ENSG00000174950",2,21,4,16,16,18,5,2,4,8,39,0,17,8,9
"ENSG00000142748",27,13,43,0,0,0,0,18,22,0,16,0,0,0,7
"ENSG00000142733",448,591,392,858,477,1054,1236,464,422,845,1203,228,1624,741,751
"ENSG00000000938",61,286,141,40,66,39,92,81,82,37,113,57,184,184,86
"ENSG00000126705",519,999,491,1015,734,1377,1252,841,617,1172,388,397,2188,1294,1099
"ENSG00000158195",9517,17128,11770,13664,19030,11276,10683,11553,8463,14223,17459,10969,10511,14068,13797
"ENSG00000181773",972,506,1060,1165,1039,218,379,1630,749,1397,915,0,1387,542,253
"ENSG00000126709",702,1749,1417,594,264,269,191,551,473,1007,616,1035,154,218,35
"ENSG00000009780",581,586,570,638,620,446,397,600,556,822,976,536,296,471,371
"ENSG00000117758",1196,1700,2041,1696,2706,826,809,1867,1277,1809,3564,2205,639,1616,1236
"ENSG00000117751",907,856,737,848,687,501,340,1195,907,1081,1732,1507,509,471,523
"ENSG00000130775",277,899,595,186,199,140,728,1048,322,99,425,187,308,1046,318
"ENSG00000117748",530,795,564,538,706,340,184,555,466,852,1654,738,253,389,285
"ENSG00000130768",717,196,1005,805,1078,1023,533,601,680,976,1126,1071,991,729,807
"ENSG00000158156",249,257,196,237,442,497,238,234,233,250,372,219,449,286,343
"ENSG00000169403",104,322,350,172,997,39,130,205,87,159,311,106,305,235,126
"ENSG00000158161",1969,2471,2298,2026,2967,1442,1385,1752,1702,2207,4385,2449,1264,1733,1548
"ENSG00000126698",1057,853,342,757,1176,422,326,1115,349,985,2957,1392,510,701,445
"ENSG00000130770",421,426,591,755,918,490,529,555,601,766,988,423,342,475,578
"ENSG00000130766",142,232,0,0,0,521,349,244,279,418,0,0,609,435,510
"ENSG00000130772",297,135,57,68,188,167,213,306,387,382,144,241,304,157,140
"ENSG00000204138",2989,3658,2701,4215,4237,3615,2964,3549,3351,3889,4784,2999,3656,2808,3805
"ENSG00000180198",1825,1371,928,1457,818,792,428,794,761,1307,1639,1140,744,405,540
"ENSG00000180098",428,983,574,624,848,532,637,571,475,560,876,453,709,516,593
"ENSG00000120656",277,334,242,395,408,217,211,356,246,462,796,483,100,268,211
"ENSG00000188060",21,67,26,23,28,10,15,39,8,31,115,14,76,54,19
"ENSG00000162419",1036,906,955,799,988,595,550,848,628,885,1135,966,489,715,544
"ENSG00000198492",3639,2458,3523,2123,2305,1569,2253,1679,2337,3088,4540,1638,1242,2225,2118
"ENSG00000060656",176,1212,92,157,74,72,198,136,94,219,900,70,218,173,88
"ENSG00000162510",0,5,10,0,5,5,12,0,10,3,10,12,7,16,4
"ENSG00000162511",463,2396,1360,404,776,76,343,1153,237,430,1649,367,775,1530,600
"ENSG00000162512",1564,1707,2402,2405,838,1187,930,3494,1985,3158,3301,2414,1349,838,359
"ENSG00000116329",143,45,3,111,0,11,306,95,123,112,9,266,8,4,6
"ENSG00000159023",3482,3968,6466,4731,5001,3463,3729,4903,4058,4057,7126,4070,2866,4104,2787
"ENSG00000253304",42,178,66,40,54,37,84,44,41,32,76,2,260,123,40
"ENSG00000116353",495,544,384,392,491,502,589,391,483,533,484,495,533,406,254
"ENSG00000116350",8930,8827,8774,8679,13873,8053,8733,7751,7619,7636,13708,6544,8187,8961,8811
"ENSG00000084628",7,7,0,0,0,0,0,2,0,0,6,5,26,0,0
"ENSG00000134644",4900,5850,5007,5127,5352,3672,3330,8047,3981,5441,7300,6517,2678,3049,2853
"ENSG00000060688",1163,1152,1286,807,994,682,566,1155,867,1108,2148,1028,498,691,477
"ENSG00000121766",610,618,714,506,789,322,265,681,500,789,1317,768,230,382,268
"ENSG00000121769",8,43,57,13,9,6,10,25,8,8,8,14,24,13,15
"ENSG00000168528",2595,1455,3929,5029,6959,5078,3189,3831,3016,6592,2240,2861,3474,3517,3128
"ENSG00000142910",3274,5411,6251,5105,6690,6029,3655,5424,3361,5053,3797,3838,4137,2208,2622
"ENSG00000121753",22,139,125,19,25,50,116,67,51,9,58,27,199,54,27
"ENSG00000134668",29,112,78,94,18,20,46,17,20,18,24,10,52,36,40
"ENSG00000121764",2,7,4,0,2,2,11,0,0,0,4,3,6,5,2
"ENSG00000162517",724,647,936,675,959,607,479,1047,735,1065,1822,1364,654,587,418
"ENSG00000084636",1599,2641,734,631,558,1324,2124,2377,1471,782,355,551,7654,1554,1025
"ENSG00000184007",2610,4399,5142,3715,5349,1654,1609,4559,2591,5667,7504,5992,1277,3341,2789
"ENSG00000121775",313,366,458,291,303,380,346,280,282,289,318,370,364,262,208
"ENSG00000025800",4402,4501,5756,4098,4612,2644,2325,5255,3150,5741,10491,5781,2011,2431,2255
"ENSG00000160050",37,73,63,40,39,59,61,48,52,62,101,67,98,82,48
"ENSG00000222046",10,12,9,10,11,10,28,5,19,9,11,6,23,11,22
"ENSG00000160055",721,779,380,771,760,1088,989,556,702,618,479,326,1139,667,869
"ENSG00000084623",2924,2354,4290,2550,3094,1249,715,3983,1989,4249,5825,4782,847,1539,1103
"ENSG00000182866",210,407,157,135,226,83,253,220,142,127,220,313,232,318,194
"ENSG00000116478",5505,5516,6944,6926,8651,4908,4190,5530,5203,7845,14644,7179,3992,4496,5120
"ENSG00000160058",2234,3184,2440,3047,3103,3600,3361,2925,2376,2349,3616,2467,3924,2372,2835
"ENSG00000121774",2431,2487,3225,2902,3734,2043,1547,3623,2274,3617,3928,3402,1562,1974,1112
"ENSG00000084652",3192,3372,3746,3542,3425,3076,2221,3596,2904,3955,5269,3337,2842,2757,2246
"ENSG00000160051",173,93,91,185,112,258,171,218,178,149,118,89,194,99,104
"ENSG00000183615",38,77,70,79,49,106,96,30,60,36,49,27,56,49,44
"ENSG00000175130",5592,4410,4975,5795,7095,4277,1700,6989,4645,7792,6769,10276,2667,2547,1715
"ENSG00000225828",331,656,179,542,415,1055,1010,442,343,340,369,259,914,394,584
"ENSG00000162526",41,109,49,65,73,79,90,23,77,47,25,28,88,40,61
"ENSG00000176261",668,835,679,629,811,598,644,573,504,705,1145,549,523,677,609
"ENSG00000162521",3112,4042,3897,3143,8167,1962,2425,3665,2836,4598,5132,5604,2907,3587,1811
"ENSG00000162520",30,138,39,26,48,76,207,56,201,66,405,78,330,256,314
"ENSG00000162522",3822,4171,3954,8274,11370,9288,7607,7241,5496,9428,7957,5527,9513,6643,9728
"ENSG00000116497",988,1945,1129,1296,1266,1057,1151,999,1177,659,2003,674,989,1356,965
"ENSG00000160097",14,11,32,11,11,4,14,12,8,14,11,9,48,12,6
"ENSG00000121905",9,23,26,25,58,51,43,41,31,24,11,11,37,30,26
"ENSG00000273274",2,46,0,0,0,0,0,6,0,0,0,2,8,0,0
"ENSG00000160062",1612,1804,1035,1875,2004,1776,1708,1424,1426,1560,2994,1169,1913,1864,1574
"ENSG00000134684",2296,1977,4688,2958,1981,1889,1763,2441,1833,2198,2192,2091,1634,1532,1421
"ENSG00000121900",810,780,965,1458,1956,2077,1179,1231,1542,2249,2276,1704,1159,1434,1590
"ENSG00000116514",1025,1200,1626,1897,2171,1561,1153,1897,1375,2191,1863,1778,1106,1381,1395
"ENSG00000004455",3986,3241,4532,3768,5236,3008,3170,2748,3321,4252,8224,3961,2757,3053,2130
"ENSG00000142920",168,279,61,204,119,271,823,147,478,137,341,140,285,322,351
"ENSG00000116525",154,341,208,200,148,366,415,323,206,184,188,208,413,280,398
"ENSG00000160094",513,759,433,462,441,504,460,856,643,543,409,575,884,345,268
"ENSG00000184389",0,0,4,0,1,1,1,0,1,0,2,2,7,2,0
"ENSG00000134686",2303,2655,3669,1920,2570,1762,1176,2457,1485,2250,3092,3158,1484,1294,1237
"ENSG00000121903",571,707,512,408,370,566,525,444,619,378,602,606,625,462,513
"ENSG00000121904",92,465,451,105,38,101,381,897,148,5,23,99,64,32,97
"ENSG00000176256",3,0,4,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000116544",7,23,10,10,22,35,60,18,37,9,31,9,32,26,32
"ENSG00000163866",913,707,930,578,676,484,651,560,530,707,1138,709,515,660,529
"ENSG00000187513",51,127,160,8,8,13,45,48,8,0,61,23,8,20,17
"ENSG00000189280",22,4,6,0,169,0,2,0,0,48,0,4,14,21,41
"ENSG00000189433",70,237,38,81,140,22,70,23,10,129,30,45,105,72,31
"ENSG00000188910",372,487,244,423,856,145,147,218,90,408,486,118,233,333,379
"ENSG00000163867",1976,2181,1764,2151,4311,1503,1732,1812,1912,1949,4673,1772,1282,2022,1478
"ENSG00000243749",244,330,342,249,343,146,79,286,178,339,395,419,155,240,91
"ENSG00000197056",1267,1195,1171,1276,2349,1031,609,1146,1272,1677,3585,1093,530,846,799
"ENSG00000116560",14416,13140,16419,14085,19122,11485,9017,14037,13556,13688,21890,14822,9374,10506,8050
"ENSG00000142686",183,262,239,105,44,61,95,140,158,87,320,71,107,122,57
"ENSG00000092853",1232,435,1111,565,525,477,255,659,811,966,2258,562,435,312,389
"ENSG00000142687",3926,6632,4355,5409,6349,5630,5388,4303,5046,5126,5982,5419,5518,4708,5664
"ENSG00000126067",2688,2017,3183,1969,2112,927,740,2374,1366,2610,4441,2490,562,1149,1032
"ENSG00000146463",3724,3591,4222,3805,4163,2037,2105,4079,3605,4172,7419,5430,1734,2452,1754
"ENSG00000020129",404,769,479,463,291,615,360,537,301,432,535,380,762,469,420
"ENSG00000116819",24,61,30,106,11,36,31,30,53,52,86,4,55,26,62
"ENSG00000134698",1155,3067,1854,2412,3245,2433,2350,2355,1875,1698,3206,2844,1514,1416,1560
"ENSG00000092850",10,45,0,0,4,2,23,11,7,0,0,0,11,1,8
"ENSG00000116863",431,480,537,431,471,441,203,516,337,413,779,495,368,202,254
"ENSG00000092847",3586,4464,6512,1213,2985,1434,1637,1491,1254,3882,6258,4565,1554,1019,914
"ENSG00000126070",2900,4772,4155,3082,3415,1425,2409,3765,1646,3360,6051,3327,2117,2771,2252
"ENSG00000171812",39,492,91,46,46,47,42,89,30,31,147,35,243,102,36
"ENSG00000054116",885,932,730,755,794,636,548,854,594,812,1578,962,759,689,580
"ENSG00000116871",862,1494,1099,811,681,779,739,1176,710,662,819,626,1424,1137,953
"ENSG00000054118",7259,7785,8634,7708,9400,6150,4911,8047,6993,7666,14984,7541,4918,5173,5467
"ENSG00000116885",161,82,44,108,109,71,59,134,108,123,135,108,108,51,65
"ENSG00000181817",185,266,391,169,160,154,91,210,208,270,535,258,230,258,112
"ENSG00000142694",39,130,97,30,84,35,31,103,41,30,82,21,168,87,35
"ENSG00000196182",2289,2606,3853,2521,2529,2229,2551,3941,1722,2424,1682,2011,3173,2864,2476
"ENSG00000214193",903,725,1201,824,2720,2522,1293,520,1121,703,412,253,2249,1274,2431
"ENSG00000116898",450,477,832,567,622,344,208,637,499,890,1737,719,246,280,351
"ENSG00000119535",62,253,244,70,70,70,114,261,201,42,140,109,58,143,66
"ENSG00000163873",40,61,109,20,43,32,85,35,73,5,29,14,463,89,67
"ENSG00000163874",1327,1183,3671,2768,2064,1686,2337,5830,2895,1572,3037,3333,1348,1558,1088
"ENSG00000163875",630,781,810,772,1137,638,473,866,628,729,1507,1126,398,491,484
"ENSG00000163877",651,745,740,673,906,534,593,943,701,851,1404,944,531,663,496
"ENSG00000169218",0,10,0,0,0,4,11,0,11,0,6,3,28,37,13
"ENSG00000163879",24,110,95,42,20,66,138,59,246,111,104,8,235,75,74
"ENSG00000134697",2036,1730,2032,1726,2376,1239,1112,1825,1724,1875,3590,1956,990,1099,875
"ENSG00000116922",488,578,436,446,521,315,295,456,302,549,587,463,394,289,254
"ENSG00000134690",808,726,971,770,812,418,265,566,581,1247,1816,740,258,303,517
"ENSG00000185090",179,141,125,150,340,111,52,140,204,198,421,503,186,71,58
"ENSG00000183317",335,488,169,851,2326,2821,2448,664,1833,1044,1845,546,2773,2489,2320
"ENSG00000197982",299,237,389,249,454,422,232,280,307,376,567,435,242,227,230
"ENSG00000196449",514,380,781,371,504,235,141,600,260,492,1027,580,226,237,175
"ENSG00000188786",1224,1579,1335,1572,1818,1180,1131,1849,1265,1672,2523,1647,971,1521,1293
"ENSG00000204084",1136,1928,1473,1231,1268,1890,2600,1371,1571,1363,1473,1512,2625,2349,1860
"ENSG00000183386",108,259,158,89,13,15,72,195,54,49,66,134,124,124,16
"ENSG00000183431",2109,2242,2387,1886,2270,1275,1007,2147,1786,2535,4313,2675,1080,1309,801
"ENSG00000183520",620,538,763,543,609,214,188,757,434,736,1161,649,199,316,188
"ENSG00000131233",6,3,1,70,126,61,98,25,46,66,47,26,71,118,128
"ENSG00000116954",499,1042,1070,692,1029,326,294,1063,517,973,1307,1152,255,608,575
"ENSG00000214114",928,543,1240,847,791,283,255,804,443,1432,1892,1169,206,483,358
"ENSG00000158315",149,62,201,765,1967,1337,787,383,604,1032,715,409,1585,1552,1927
"ENSG00000174574",1959,2133,2294,1677,1664,643,901,1386,1282,1988,2302,2321,1047,1244,999
"ENSG00000127603",27786,27370,32044,23244,28794,24188,26813,26696,22883,17581,22154,21086,34038,26250,22876
"ENSG00000168653",1037,737,930,1249,1475,769,640,1712,1184,1343,2868,1223,633,755,653
"ENSG00000163909",197,596,490,195,35,160,243,226,202,165,486,126,280,127,33
"ENSG00000090621",5990,4810,5437,3561,5290,3033,2775,5346,3726,5766,5471,4426,3103,3338,1873
"ENSG00000183682",54,168,84,29,14,63,65,54,14,17,111,28,65,47,34
"ENSG00000117000",2008,2146,2844,2019,3651,1414,1537,2238,1768,1979,5025,2953,930,1792,1439
"ENSG00000084072",636,819,1412,1278,792,618,409,643,839,811,2175,1108,886,542,641
"ENSG00000043514",2654,2187,1613,1672,1760,1708,1912,1774,1715,1710,2708,1764,614,1509,1065
"ENSG00000116990",750,425,675,800,857,1132,965,985,1031,1041,1366,1971,468,405,352
"ENSG00000168389",1246,330,1090,1087,692,346,602,1555,408,622,791,246,288,754,907
"ENSG00000131236",4357,5840,8245,6633,9893,2671,2616,6963,4048,9138,15017,7705,2175,5144,5175
"ENSG00000131238",1471,2486,2894,1120,1073,372,304,1719,990,1937,3507,2291,528,791,351
"ENSG00000116985",362,588,649,354,449,564,265,345,318,470,943,233,305,396,381
"ENSG00000198754",42,94,83,77,64,198,127,41,133,46,36,18,202,91,130
"ENSG00000084073",2230,2164,3082,2029,2220,755,646,2186,1318,2932,5081,3509,415,1521,1102
"ENSG00000049089",629,573,498,1730,1983,2147,1945,1709,2464,1744,662,1126,2437,570,428
"ENSG00000084070",678,1089,1517,866,1159,671,717,1186,685,839,1234,752,967,1274,922
"ENSG00000187801",440,168,300,187,214,165,115,274,208,190,234,373,69,99,88
"ENSG00000187815",186,184,267,192,267,178,173,158,180,190,327,206,146,149,135
"ENSG00000164002",370,362,369,351,287,144,238,302,393,290,709,531,318,275,157
"ENSG00000117010",66,77,46,107,59,75,72,71,86,84,209,35,163,133,89
"ENSG00000179862",40,116,358,84,11,14,44,51,59,62,66,38,7,40,45
"ENSG00000117013",57,20,253,324,187,62,212,229,35,343,20,60,219,193,81
"ENSG00000117016",349,212,805,1354,1502,488,733,517,605,1578,2188,575,476,523,826
"ENSG00000066136",827,1298,1011,1237,1521,1055,1256,891,1065,1313,1976,1062,1282,1200,1306
"ENSG00000204060",5,29,19,22,12,47,51,62,49,34,16,33,49,22,12
"ENSG00000127129",6,0,0,22,49,112,45,24,79,29,34,42,12,73,40
"ENSG00000197273",88,323,28,11,56,1467,512,156,1527,22,8,156,1023,4434,3295
"ENSG00000127124",212,1430,390,149,300,643,1362,595,458,312,263,154,1102,470,864
"ENSG00000284895",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ENSG00000171790",45,90,54,119,131,73,139,37,50,75,84,33,262,95,33
"ENSG00000010803",1592,1103,1949,1517,1688,1513,1401,1945,1581,1894,2795,1522,1869,1056,1020
"ENSG00000171793",2239,1414,2800,1228,813,760,679,1367,1174,1448,2052,1054,737,887,427
"ENSG00000177181",65,158,85,266,934,791,394,96,545,689,961,345,332,1009,789
"ENSG00000198815",2611,3641,3155,2689,3557,1852,1875,3181,2827,3430,4336,3728,1403,2252,1903
"ENSG00000117385",366,819,783,432,325,387,482,616,451,366,411,403,476,481,369
"ENSG00000066185",11,36,23,60,147,64,46,26,70,35,86,60,42,23,34
"ENSG00000127125",878,1199,992,1292,1532,811,771,816,891,1576,2306,1669,504,916,885
"ENSG00000186409",350,194,32,226,323,408,424,220,455,336,147,115,384,371,144
"ENSG00000065978",5601,4659,8201,8567,9529,2715,2217,11408,7903,12012,13581,9823,1878,3442,4463
"ENSG00000171960",613,404,711,538,599,410,382,497,478,629,1207,577,402,339,336
"ENSG00000164011",88,193,194,115,66,83,130,97,54,210,105,98,107,112,144
"ENSG00000164008",464,439,385,399,568,276,379,350,319,449,677,471,225,438,154
"ENSG00000274386",22,8,12,6,19,7,23,12,2,8,8,2,5,5,2
"ENSG00000177868",94,93,74,119,126,58,47,187,144,138,194,278,67,41,75
"ENSG00000164010",537,707,386,889,1089,1065,985,783,851,1007,963,916,806,829,799
"ENSG00000186973",29,18,10,72,0,87,25,50,34,44,0,92,47,0,72
"ENSG00000117394",2092,2463,4206,1960,2227,873,591,873,780,2590,1163,1192,664,980,1510
"ENSG00000253313",269,347,419,465,939,555,511,451,362,720,581,569,599,808,817
"ENSG00000117400",3,10,2,6,18,7,5,6,4,4,4,1,32,5,5
"ENSG00000117395",926,647,1354,749,652,530,323,833,694,1038,1315,1008,371,436,347
"ENSG00000243710",20,9,10,4,10,5,11,1,4,7,16,25,11,17,11
"ENSG00000179178",375,476,539,394,1032,395,463,346,335,633,915,190,446,521,755
"ENSG00000066056",147,632,533,51,55,145,144,114,143,24,160,36,331,181,96
"ENSG00000066322",800,823,1113,1120,1309,846,740,1180,866,1203,1851,808,721,1008,958
"ENSG00000117399",744,655,1215,786,665,473,224,755,621,1378,1835,740,223,267,497
"ENSG00000159479",637,807,909,822,1128,852,526,707,645,859,1456,1026,683,936,830
"ENSG00000198198",4662,8591,5092,6460,4935,10324,12672,5838,6231,4247,3608,4027,13741,6927,8211
"ENSG00000178922",333,705,465,777,631,1884,1181,533,960,585,518,301,1268,519,612
"ENSG00000117407",7,7,24,25,3,59,29,43,15,49,20,16,57,41,65
"ENSG00000117408",818,926,954,732,711,953,722,891,766,907,1446,833,874,729,825
"ENSG00000132768",1026,798,1030,532,622,632,441,670,495,845,512,955,543,423,204
"ENSG00000117410",810,938,1211,546,925,567,541,1141,591,1184,1797,1682,682,810,689
"ENSG00000142949",9991,10014,12196,18814,24418,24461,15935,16087,14460,18766,15519,16274,20860,12131,14939
"ENSG00000126091",420,861,614,370,272,345,366,451,416,442,275,310,503,512,410
"ENSG00000066135",3077,3530,3321,4004,4289,4695,4867,3879,3860,3465,4234,4705,5302,3490,4142
"ENSG00000171872",0,8,0,0,0,0,0,0,0,0,0,0,13,2,4
"ENSG00000117411",878,889,1290,760,846,763,531,760,661,1393,1450,939,852,549,489
"ENSG00000159214",331,326,193,343,216,588,550,340,509,298,338,271,820,330,461
"ENSG00000196517",242,514,462,568,60,383,572,464,617,289,289,228,487,599,436
"ENSG00000178028",1089,2408,1000,1372,1653,2110,1713,1050,1595,1266,1160,1002,1926,1206,1433
"ENSG00000117419",1163,1335,957,1230,1249,1152,973,1095,1035,1348,1705,1404,1195,803,526
"ENSG00000198520",18,73,5,26,41,56,39,35,69,41,30,18,116,66,33
"ENSG00000187147",931,1354,1259,1007,1154,1194,1127,1212,1202,1340,1537,1116,1560,973,817
"ENSG00000126106",146,164,255,263,279,266,243,192,296,236,319,217,139,189,286
"ENSG00000142945",936,911,1646,653,807,470,225,786,823,1130,2805,833,392,197,547
"ENSG00000142937",12952,10312,19132,12223,19469,5136,4049,19555,10795,27335,42234,37897,5590,6276,4717
"ENSG00000222009",75,529,272,79,44,89,124,392,54,26,73,35,253,82,86
"ENSG00000117425",68,267,75,53,66,176,157,81,70,31,48,24,352,128,81
"ENSG00000126088",275,512,396,347,497,269,245,496,435,577,865,494,265,296,223
"ENSG00000132781",407,692,438,601,747,760,675,466,626,535,567,355,917,472,626
"ENSG00000070759",363,783,303,495,732,777,636,464,669,443,685,498,653,741,1128
"ENSG00000142959",5,8,28,11,21,104,665,12,449,20,4,7,1914,1222,4938
"ENSG00000173846",292,548,404,380,350,286,320,955,194,239,308,168,904,268,181
"ENSG00000188396",10,8,9,6,9,26,18,14,1,11,17,7,41,17,5
"ENSG00000186603",586,323,395,165,476,237,102,39,98,214,262,146,104,137,71
"ENSG00000132773",435,334,367,367,467,535,403,291,356,384,485,387,378,359,358
"ENSG00000126107",1677,2218,1904,2342,2843,3441,2898,2152,2515,2228,3043,1639,2855,2441,3653
"ENSG00000162415",4428,3834,4838,6812,15295,7990,6060,4165,7106,7413,10388,4358,6253,6805,6279
"ENSG00000070785",598,625,985,502,625,356,457,621,575,631,1169,704,459,568,293
"ENSG00000280670",37,83,33,35,77,23,57,33,54,48,88,39,37,68,56
"ENSG00000132763",675,360,575,724,630,420,248,655,437,942,1907,795,409,403,312
"ENSG00000117450",4519,5598,10843,3687,6031,1718,976,4981,3080,6772,15145,8061,912,2388,1700
"ENSG00000117448",2388,2333,3889,1801,3060,2025,1249,2614,1739,2616,3985,3374,1837,1647,1985
"ENSG00000132780",4721,2956,4945,2880,2924,3519,1948,3302,5024,3135,5356,2533,2471,2109,1854
"ENSG00000159588",261,365,80,311,487,987,658,143,504,151,159,200,903,331,548
"ENSG00000159596",676,671,650,562,905,220,305,333,442,866,1156,920,201,331,265
